,recipe_name,serving_size,cooking_time,difficulty,ingredients,recipe_url
315,Jamie’s meatloaf,serves 4 to 6,1 hr 10 mins,3,"['1 onion', 'olive oil', '1 teaspoon ground cumin', '1 heaped teaspoon ground coriander', '12 Jacob’s cream crackers', '2 teaspoons dried oregano', '2 heaped teaspoons Dijon mustard', '500g quality minced beef', '1 large free-range egg', '2 sprigs of fresh rosemary', '12 slices of higher-welfare smoked bacon or��pancetta', '1 lemon', '1 onion', '2 cloves of garlic', '½-1 fresh red chilli', 'olive oil', '1 teaspoon smoked paprika', '1 x 400g tin of chickpeas', '2 tablespoons Worcestershire sauce', '2 x 400g tins of quality plum tomatoes', '2 tablespoons balsamic vinegar']",https://www.jamieoliver.com/recipes/beef/jamie-s-meatloaf/
316,Shellfish & cider stew,serves 6,-,3,"['3 leeks', '3 shallots', '4 ripe plum tomatoes', '½ a bunch of fresh flat-leaf parsley', '1 tablespoon unsalted butter', '500ml organic fish stock', '750ml quality cider', '6 langoustines, from sustainable sources', '6 razor clams, scrubbed, from sustainable sources', '600g mussels, scrubbed, debearded, from sustainable sources', '600g clams, scrubbed, from sustainable sources', '3 tablespoons double cream', '1 teaspoon tomato purée']",https://www.jamieoliver.com/recipes/fish/shellfish-cider-stew/
317,Beef tacos,serves 6,1 hr,3,"['1 onion', '1 red pepper', '1 green pepper', 'olive oil', '2 cloves of garlic', '1 pinch of paprika', '1½ teaspoons cumin', '500g quality minced beef', '250ml organic beef stock', '12 corn taco shells', '2 ripe tomatoes', '1 spring onion', '3 sprigs of fresh coriander', '½ a lime', '2 ripe avocados', '½ a lime', '2 tablespoons crème fraîche']",https://www.jamieoliver.com/recipes/beef/beef-tacos/
318,Oxtail stew,serves 8,3 hrs 35 mins,5,"['50g plain flour', '2.5kg quality trimmed oxtail, cut into rounds (ask your butcher to do this)', '500g shallots', '3 cloves of garlic', '5-7.5cm piece of ginger', 'olive oil', '1 teaspoon ground cloves', '1 whole nutmeg, for grating', '1 large orange or 2-3 strips of dried orange peel', '1 punnet of dates (soft, such as medjool, or semi-dried work best)', 'balsamic or sherry vinegar', '1 large bunch of kale', '3 thick slices of streaky bacon', '1 clove of garlic', '1 fresh red chilli or to taste']",https://www.jamieoliver.com/recipes/beef/oxtail-stew/
319,Moroccan-style roast chicken,serves 4 to 6,1 hr 30 mins,3,"['2 preserved lemons', '1 tablespoon ras el hanout', '1 dried chilli', '1 x 1.6kg whole free-range chicken', 'olive oil', 'optional: 1\xa0teaspoon rose petals (unsprayed)', 'a few sprigs of fresh coriander']",https://www.jamieoliver.com/recipes/chicken/moroccan-style-roast-chicken/
320,Leftover chicken with tomatoes & crispy chorizo,serves 6,1 hr,3,"['1 yellow pepper', '1 orange pepper', '1 onion', '4 cloves of garlic', '1kg ripe mixed-colour tomatoes', '1 fresh red chilli', 'a few sprigs of fresh oregano', 'olive oil', '1 heaped teaspoon sweet paprika', '2kg free-range poached chicken', '200ml organic chicken stock', '2 fresh quality chorizo sausages (roughly 250g)', '1 heaped teaspoon fennel seeds', 'extra virgin olive oil', '2 heaped tablespoons crème fraîche', '2 tablespoons balsamic vinegar']",https://www.jamieoliver.com/recipes/chicken/leftover-chicken-with-tomatoes-amp-crispy-chorizo/
321,Fresh tomato broth,serves 6,1 hr 50 mins,3,"['4 onions', '6 cloves of garlic', '4 sticks of celery', '20 large ripe mixed-colour tomatoes (about 2.5kg)', '1 x 2kg whole free-range chicken, fat trimmed off', 'optional: 1 tablespoon tomato purée']",https://www.jamieoliver.com/recipes/vegetables/fresh-tomato-broth/
322,Prawn & courgette spaghetti,serves 6,20 mins,1,"['2 yellow courgettes', '3 green courgettes', '2 cloves of garlic', '2 fresh red chillies', '1 bunch of fresh dill or flat-leaf parsley', '500g dried spaghetti', '1 large knob of unsalted butter', 'extra virgin olive oil', '600g raw peeled prawns, from sustainable sources', '½ a lemon', 'optional: Parmesan cheese']",https://www.jamieoliver.com/recipes/pasta/prawn-courgette-spaghetti/
323,Mexican refried beans,serves 4,30 mins,1,"['2 cloves of garlic', '1 fresh red chilli', '1 bunch of fresh coriander', '1 small jar of roasted peppers', 'olive oil', '3 x 400g tins of beans, such as cannellini, kidney', '4 large free-range eggs', '1 lime']",https://www.jamieoliver.com/recipes/eggs/mexican-refried-beans/
324,Salmon with young garlic & tomato sauce,serves 4,20 mins,1,"['1 bulb of fresh young garlic (if you can’t find young garlic, substitute with 2 chopped cloves of garlic and 1 sliced bulb of fennel)', '1 punnet of ripe cherry tomatoes', '1 lemon', 'olive oil', '4 salmon fillets, skin on, scaled and pin-boned, from sustainable sources', 'a few sprigs of fresh mint', 'a few springs of fresh dill']",https://www.jamieoliver.com/recipes/fish/salmon-with-young-garlic-amp-tomato-sauce/
325,"Pappardelle with peas, broad beans & pecorino",serves 4,15 mins,1,"['400g pappardelle', '1 big handful of peas', '1 big handful of broad beans (outer skins removed)', '½ a bunch of fresh mint', 'extra virgin olive oil', '1 lemon', 'pecorino cheese']",https://www.jamieoliver.com/recipes/pasta/pappardelle-with-peas-broad-beans-pecorino/
326,Lemon sole with runner beans,serves 1,15 mins,1,"['100g runner beans', '½ a bunch of fresh mixed herbs, such as mint, basil', '1 lemon sole, filleted', 'olive oil']",https://www.jamieoliver.com/recipes/fish/lemon-sole-with-runner-beans/
327,Black & blushing Worcestershire fillet,serves 4,30 mins plus marinating overnight,3,"['600-700g piece of fillet steak', '2 heaped teaspoons French mustard', '8-10 tablespoons Worcestershire sauce, plus extra for drizzling', 'a good drizzle of extra virgin olive oil, plus extra to serve', '2 sprigs of fresh rosemary', 'unsalted butter', 'olive oil', 'optional: thyme and rosemary flowers']",https://www.jamieoliver.com/recipes/beef/black-blushing-worcestershire-fillet/
328,Spanish-style prawns with fennel,serves 2,35 mins,1,"['2 cloves of garlic', '1 bulb of fennel', 'a few sprigs of fresh flat-leaf parsley', 'olive oil', '750g ripe cherry tomatoes', '1 large wineglass of white wine', '10 large raw prawns, from sustainable sources', '1 lemon']",https://www.jamieoliver.com/recipes/seafood/spanish-style-prawns-with-fennel/
329,Warm mackerel & potato salad,serves 4,45 mins,3,"['600g Jersey royal potatoes', '1 bunch of spring onions', '1 bunch of fresh flat-leaf parsley', '200g quality chorizo', '2 lemons', 'extra virgin olive oil', '4 mackerel fillets, from sustainable sources']",https://www.jamieoliver.com/recipes/fish/warm-mackerel-potato-salad/
330,Pork chops with quick cherry chutney,serves 4,35 mins,3,"['1 fennel bulb', '1 onion', '1 knob of unsalted butter', 'olive oil', '½ teaspoon fennel seeds', '1 star anise', '400g cherries', '2 tablespoons balsamic vinegar', '250ml red wine', '4 higher-welfare pork chops']",https://www.jamieoliver.com/recipes/pork/pork-chops-with-quick-cherry-chutney/
331,"Roast duck leg, cherry, watercress & feta salad",serves 2-4,45 mins,1,"['2 duck legs', '250g cherries', '100g watercress', '150g feta cheese', '1 tablespoon extra virgin olive oil', '1 teaspoon extra virgin plum seed oil (see note)', '1 tablespoon balsamic vinegar']",https://www.jamieoliver.com/recipes/duck/roast-duck-leg-cherry-watercress-amp-feta-salad/
332,Lobster burger,serves 4,25 mins,3,"['2 cooked 700–800g lobsters, from sustainable sources', 'olive oil', '1 heaped teaspoon Dijon mustard', '4 thin rashers of higher-welfare smoked streaky bacon', '4 burger buns', '1 clove of garlic', 'tomato ketchup', 'mayonnaise, made using free-range eggs', '1 lemon', '1 handful of watercress', '1 soft round lettuce', '1 red onion', '2 ripe tomatoes (use 1 yellow if you like)', '½ a fresh red chilli', 'extra virgin olive oil', 'red wine vinegar']",https://www.jamieoliver.com/recipes/seafood/lobster-burger/
333,Warm potato salad with capers & rocket,serves 4 to 6,30 mins,1,"['1.5kg mixed potatoes, such as new, Charlotte, Kipfler', '1 small bunch of rocket', '8 tablespoons extra virgin olive oil', '4 tablespoons red wine vinegar', '2 tablespoons capers']",https://www.jamieoliver.com/recipes/vegetables/warm-potato-salad-with-capers-and-rocket/
334,Quick grilled pizza,serves 4,25 mins plus proving time,3,"['250g strong bread flour', '2 teaspoons dried yeast', '1 teaspoon caster sugar', 'olive oil', '2 cloves of garlic', '1 x 400g tin of chopped tomatoes', 'a few sprigs of fresh basil']",https://www.jamieoliver.com/recipes/bread/quick-grilled-pizza/
335,Salmon nicoise,serves 2,30 mins,3,"['240g salmon fillet, from sustainable sources', 'olive oil', '200g new potatoes', '100g green beans', '2 large free-range eggs', '1 soft round lettuce', '1 handful of black olives (stone in)', '4 ripe plum tomatoes', '1 clove of garlic', '3 tablespoons extra-virgin olive oil', '1 lemon', '1 teaspoon Dijon mustard']",https://www.jamieoliver.com/recipes/fish/salmon-nicoise/
336,Fish soup,serves 4 to 6,30 mins,3,"['1 small bulb of fennel', '1 leek', '3 sticks of celery', '1 fresh red chilli', '4 cloves of garlic', '3-4 tomatoes', '1 bunch of fresh thyme', '440g white fish, from sustainable sources', 'olive oil', '1 small glass of white wine', '400g prawns, mussels or clams, from sustainable sources', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/fish/fish-soup/
337,Garlic mushroom burgers,serves 2,25 mins,1,"['2 cloves of garlic', '2 sprigs of fresh flat-leaf parsley', '35g butter (at room temperature)', '2 large mushrooms', '2 burger buns or ciabatta', 'English mustard', '1 lemon', '1 handful of rocket']",https://www.jamieoliver.com/recipes/vegetables/garlic-mushroom-burgers/
338,Vegetable tartlets,serves 4,35 mins plus cooling,3,"['1 x 500g block of ready-made puff pastry', 'plain flour, for dusting', '4 teaspoons pesto', '1 handful of mixed, ripe cherry tomatoes', '8 asparagus spears', '4 baby courgettes', '2–3 jarred roasted peppers', '½ a bunch of fresh basil', 'olive oil', 'optional: 8 black olives', '1 x 100g ball mozzarella', 'optional: 20g Parmesan cheese']",https://www.jamieoliver.com/recipes/vegetables/vegetable-tartlets/
339,Quiche leekraine,serves 4 to 6,40 mins,1,"['300g leeks', 'olive oil', '3 slices of higher-welfare smoked streaky bacon', '75g Cheddar cheese', '3 large free-range eggs', '250ml milk', '1 x 20cm precooked pastry case', 'green salad, to serve']",https://www.jamieoliver.com/recipes/eggs/quiche-leekraine/
340,"Sliced fennel, orange & almond salad",serves 4,15 mins,3,"['3 bulbs of fennel', '1 handful of almonds', '3 oranges', 'a few sprigs of fresh mint', '2 handfuls of rocket', 'sherry vinegar', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/vegetables/sliced-fennel-orange-almond-salad/
341,Sweet & sticky roast quail,serves 4,40 mins plus marinating,3,"['8 quail', '2 teaspoons za’atar', '4 Arab-style flatbreads', '2 little gem lettuces', '1 handful of rocket leaves', '6 tablespoons extra-virgin olive oil', '4 tablespoons pomegranate molasses', '1 tablespoon coriander seeds', '1 tablespoon ground cumin', '1 tablespoon ground ginger', '1 teaspoon saffron threads']",https://www.jamieoliver.com/recipes/game/sweet-amp-sticky-roast-quail/
342,Crusted lamb rack with rhubarb,serves 6,50 mins,1,"['750g rhubarb', '6 tablespoons runny honey', 'olive oil', '75g whole or flaked almonds', '1 bunch of fresh mixed herbs, such as parsley, mint or chives', '1 handful of breadcrumbs', '2 racks of lamb', '2 tablespoon Dijon mustard']",https://www.jamieoliver.com/recipes/lamb/crusted-lamb-rack-with-rhubarb/
343,Beef brisket with red wine & shallots,serves 8,2 hrs 35 mins,3,"['12 shallots', '6 cloves of garlic', '2 tablespoons extra virgin olive oil', '1.5kg brisket of beef, rolled and tied', '1 whole nutmeg, for grating', '1 x 400g tin of chopped tomatoes', '2 tablespoons tomato purée', '250ml red wine', '2 fresh bay leaves', '1 stick of cinnamon', '1 small handful of black olives', '1 teaspoon dried oregano', 'a few sprigs of fresh thyme', '2 tablespoons red wine vinegar']",https://www.jamieoliver.com/recipes/beef/beef-brisket-with-red-wine-shallots/
344,Chicken noodle soup,serves 6,1 hr 40 mins,3,"['1 celery heart', '200g small carrots', '100g baby leeks', '2 cloves of garlic', '200g small onions', '5cm piece of ginger', '1 x 1.4kg whole free-range chicken', '2-3 fresh bay leaves', '1 handful of fresh parsley stalks', 'dry sherry', '1 pinch of saffron', 'optional: sweet ginger vinegar', '300g mixed fine pasta shapes']",https://www.jamieoliver.com/recipes/chicken/chicken-noodle-soup/
345,Caldo verde,serves 4,50 mins,1,"['1 large onion', '2 cloves of garlic', '700g potatoes', '300g kale or cavolo nero', 'extra virgin olive oil', '150g quality chorizo', 'paprika']",https://www.jamieoliver.com/recipes/pork/caldo-verde/
346,Hot & sour chicken broth,serves 4,25 mins,3,"['2 shallots', '3 sticks of lemongrass', '5cm piece of ginger', '2 cloves of garlic', '1-2 fresh red chillies', '½ a bunch of fresh coriander', '1 bunch of spring onions', '2 free-range chicken breasts', 'groundnut oil', '1.75 litres light organic chicken or vegetable stock', 'fish sauce', '3 limes', '1 large handful of beansprouts']",https://www.jamieoliver.com/recipes/chicken/hot-sour-chicken-broth/
347,Mussels with Guinness,serves 2,15 mins,1,"['1 shallot', '2 cloves of garlic', '2 rashers of higher-welfare smoked bacon', '½ a bunch of fresh flat-leaf parsley', '½ a bunch of fresh thyme', '1 knob of unsalted butter', '1 fresh bay leaf', '1kg mussels, cleaned and debearded, from sustainable sources', '250ml Guinness', '50ml double cream']",https://www.jamieoliver.com/recipes/seafood/mussels-with-guinness/
348,"Curried cauli, potatoes, chickpeas & spinach",serves 4,40 mins,3,"['1 cauliflower', '800g potatoes', '2 cloves of garlic', '1 onion', '1 long green chilli', '2 tablespoons olive oil', '2 tablespoons unsalted butter', '1 teaspoons turmeric', '1 teaspoon ground cumin', '1 teaspoon ground coriander', '1 teaspoon mustard seeds', '1 teaspoon ground ginger', '1 teaspoon curry powder or garam masala', '1 x 400g tin of chickpeas', '250g baby spinach', 'natural yoghurt', '1 lime']",https://www.jamieoliver.com/recipes/vegetables/curried-cauli-potatoes-chickpeas-spinach/
349,Christmas quiche,serves 8,55 mins plus chilling,1,"['375g pre-rolled shortcrust pastry', '3 large free-range eggs', '150ml single cream', '50g Cheddar cheese', '100g cooked higher-welfare ham', '50g stilton', 'a few sprigs of fresh sage']",https://www.jamieoliver.com/recipes/eggs/christmas-quiche/
350,Chicken in a pot,serves 4,1 hr 35 mins,3,"['500g ripe tomatoes', '2 cloves of garlic', '1 onion', '200g olives', '½ a bunch of fresh flat-leaf parsley', '1 x 400g tin chickpeas', '4 free-range chicken legs', 'olive oil', '1.5 litres organic chicken stock', '1 fresh bay leaf', '200g baby potatoes']",https://www.jamieoliver.com/recipes/chicken/chicken-in-a-pot/
351,Squash mash & sausage Catherine wheels,serves 4,1 hr 40 mins,3,"['1 large butternut squash', '12 higher-welfare chipolata sausages, linked together', 'a few sprigs of fresh sage', 'extra virgin olive oil', '1 large knob of unsalted butter', '1 large pinch of cumin seeds', '1 whole nutmeg, for grating', '4 eating apples, such as Cox’s or Braeburn', 'olive oil']",https://www.jamieoliver.com/recipes/pork/squash-mash-sausage-catherine-wheels/
352,Oyster po'boy,serves 4,20 mins,3,"['vegetable oil', '20 oysters, shucked, from sustainable sources', 'paprika', '4 small baguettes or ciabatta rolls', '8 ripe cherry tomatoes', '½ a cucumber', 'cos, little gem and/or wild rocket leaves', '2 large free-range egg yolks', '1 teaspoon cornflour', '175g self-raising flour', '1 teaspoon capers', '2 cornichons', 'a few sprigs of fresh flat-leaf parsley', '150g mayonnaise, made using free-range eggs', '1 lemon']",https://www.jamieoliver.com/recipes/seafood/oyster-po-boy/
353,"Bacon-wrapped roast partridge, pork stuffing & lentils",serves 4,-,3,"['2 sprigs of fresh sage leaves', '1 tablespoon dried cranberries', '1 red onion', '100g higher-welfare minced pork shoulder', '10 vac-packed chestnuts', '4 partridges', 'olive oil', '10 thin rashers of higher-welfare pancetta or smoked streaky bacon', '½ a bunch of fresh thyme', '1 small bottle of good British ale', '250g green or puy lentils', 'a few sprigs of fresh rosemary', '4 fresh bay leaves', '2-3 cloves of garlic', 'optional: 1-2 cherry tomatoes', 'extra virgin olive oil', '2 tablespoons red wine vinegar', '100g baby spinach', '2-3 tablespoons quality blueberry jam', 'Greek yoghurt']",https://www.jamieoliver.com/recipes/game/bacon-wrapped-roast-partridge-pork-stuffing-lentils/
354,Spring chicken & citrus stew,serves 4,1 hr 35 mins,3,"['1 large free-range chicken', 'olive oil', '6 cloves of garlic', '1 large onion', '1 bulb of fennel', '1 leek', '1 handful each of asparagus spears, fresh peas, broad beans', '½ a bunch of fresh flat-leaf parsley', '½ a bunch of fresh dill', 'a few sprigs of fresh tarragon', '600ml organic chicken stock', '1 large handful of green olives', '1 handful of tinned cannellini beans', '2 lemons', '2 large free-range eggs', '2 tablespoons natural yoghurt', 'extra virgin olive oil', 'Parmesan cheese']",https://www.jamieoliver.com/recipes/chicken/spring-chicken-citrus-stew/
